cyclone,canal,fichier,lat_centre,lon_centre,sar_acquisition_time,sar_xy,sar_inter,sar_path
al102019,IRWIN,s1a-iw-owi-cm-20190920t221952-20190920t222132-000003-034DF5_ll_gd_GEO-IRWIN.nc,19.5488319396973,298.289184570313,"2019-09-20T22:19:52,000",,s1a-iw-owi-cm-20190920t221837-20190920t222132-000003-034DF5.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/sentinel-1a/L2M/IW/S1A_IW_GRDH_1S/2019/263/S1A_IW_GRDH_1SDV_20190920T221837_20190920T222132_029111_034DF5_52D2X553CX854EX8846XAA90XE344XFCC5/s1a-iw-owi-cm-20190920t221837-20190920t222132-000003-034DF5.nc
al012024,IRWIN,rcm1-sclnd-owi-cm-20240620t004603-20240620t004719-00003-______ll_gd_GEO-IRWIN.nc,21.5119724273682,264.639770507813,"2024-06-20T00:46:03,000",/scale/user/mtannaou/alternance/donnees_sar_changes/rcm1-sclnd-owi-cm-20240620t004603-20240620t004719-00003-xxxxx_aeqd.nc,rcm1-sclnd-owi-cm-20240620t004603-20240620t004719-00003-xxxxx.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-1/L2M/sclnd/rcm-1_sclnd/2024/172/RCM1_OK3122910_PK3127940_1_SCLND_20240620_004605_VV_VH_GRD/rcm1-sclnd-owi-cm-20240620t004603-20240620t004719-00003-xxxxx.nc
ep192022,IRWIN,s1a-iw-owi-cm-20221022t130700-20221022t130753-000003-057241_ll_gd_GEO-IRWIN.nc,17.5092105865479,253.851669311523,"2022-10-22T13:07:00,000",,s1a-iw-owi-cm-20221022t130610-20221022t130753-000003-057241.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/sentinel-1a/L2M/IW/S1A_IW_GRDH_1S/2022/295/S1A_IW_GRDH_1SDV_20221022T130610_20221022T130753_045555_057241_212FX7B41XA9AEXE506/s1a-iw-owi-cm-20221022t130610-20221022t130753-000003-057241.nc
ep192022,IRWIN,rcm2-sclnd-owi-cm-20221022t124742-20221022t124922-00003-______ll_gd_GEO-IRWIN.nc,17.4705791473389,253.874114990234,"2022-10-22T12:47:42,000",/scale/user/mtannaou/alternance/donnees_sar_changes/rcm2-sclnd-owi-cm-20221022t124742-20221022t124922-00003-xxxxx_aeqd.nc,rcm2-sclnd-owi-cm-20221022t124742-20221022t124922-00003-xxxxx.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-2/L2M/sclnd/rcm-2_sclnd/2022/295/RCM2_OK2378142_PK2381310_1_SCLND_20221022_124753_VV_VH_GRD/rcm2-sclnd-owi-cm-20221022t124742-20221022t124922-00003-xxxxx.nc
ep122021,IRWIN,rcm2-sc100ma-owi-cm-20210818t143906-20210818t144138-00003-______ll_gd_GEO-IRWIN.nc,18.1374263763428,228.553558349609,"2021-08-18T14:39:06,000",/scale/user/mtannaou/alternance/donnees_sar_changes/rcm2-sc100ma-owi-cm-20210818t143906-20210818t144138-00003-xxxxx_aeqd.nc,rcm2-sc100ma-owi-cm-20210818t143906-20210818t144138-00003-xxxxx.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-2/L2M/sc100ma/rcm-2_sc100ma/2021/230/RCM2_OK2378048_PK2383884_1_SC100MA_20210818_143919_VV_VH_GRD/rcm2-sc100ma-owi-cm-20210818t143906-20210818t144138-00003-xxxxx.nc
ep122021,IRWIN,s1a-iw-owi-cm-20210823t161535-20210823t161654-000003-04A612_ll_gd_GEO-IRWIN.nc,21.0800457000732,204.254409790039,"2021-08-23T16:15:35,000",/scale/user/mtannaou/alternance/donnees_sar_changes/s1a-iw-owi-cm-20210823t161535-20210823t161654-000003-04A612_aeqd.nc,s1a-iw-owi-cm-20210823t161535-20210823t161654-000003-04A612.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/sentinel-1a/L2M/IW/S1A_IW_GRDH_1S/2021/235/S1A_IW_GRDH_1SDV_20210823T161535_20210823T161654_039359_04A612_50E8X7696X9156/s1a-iw-owi-cm-20210823t161535-20210823t161654-000003-04A612.nc
ep042021,IRWIN,s1a-iw-owi-cm-20210619t125029-20210619t125121-000003-04884E_ll_gd_GEO-IRWIN.nc,17.6729393005371,256.568603515625,"2021-06-19T12:50:29,000",/scale/user/mtannaou/alternance/donnees_sar_changes/s1a-iw-owi-cm-20210619t125029-20210619t125121-000003-04884E_aeqd.nc,s1a-iw-owi-cm-20210619t125029-20210619t125121-000003-04884E.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/sentinel-1a/L2M/IW/S1A_IW_GRDH_1S/2021/170/S1A_IW_GRDH_1SDV_20210619T125029_20210619T125121_038409_04884E_85A5XDA36/s1a-iw-owi-cm-20210619t125029-20210619t125121-000003-04884E.nc
io032024,IRWIN,rcm2-sclna-owi-cm-20241025t001048-20241025t001205-00003-______ll_gd_GEO-IRWIN.nc,20.7456722259522,86.9582290649414,"2024-10-25T00:10:48,000",/scale/user/mtannaou/alternance/donnees_sar_changes/rcm2-sclna-owi-cm-20241025t001048-20241025t001205-00003-xxxxx_aeqd.nc,rcm2-sclna-owi-cm-20241025t001048-20241025t001205-00003-xxxxx.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-2/L2M/sclna/rcm-2_sclna/2024/299/RCM2_OK3329262_PK3331883_1_SCLNA_20241025_001049_VV_VH_GRD/rcm2-sclna-owi-cm-20241025t001048-20241025t001205-00003-xxxxx.nc
io032024,IRWIN,rcm2-sclnd-owi-cm-20241025t122536-20241025t122653-00003-______ll_gd_GEO-IRWIN.nc,21.2442836761475,86.4478912353516,"2024-10-25T12:25:36,000",/scale/user/mtannaou/alternance/donnees_sar_changes/rcm2-sclnd-owi-cm-20241025t122536-20241025t122653-00003-xxxxx_aeqd.nc,rcm2-sclnd-owi-cm-20241025t122536-20241025t122653-00003-xxxxx.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-2/L2M/sclnd/rcm-2_sclnd/2024/299/RCM2_OK3329741_PK3332509_1_SCLND_20241025_122537_VV_VH_GRD/rcm2-sclnd-owi-cm-20241025t122536-20241025t122653-00003-xxxxx.nc
io032024,IRWIN,rcm2-sclnc-owi-cm-20241024t121720-20241024t121835-00003-______ll_gd_GEO-IRWIN.nc,19.6507530212402,87.5547332763672,"2024-10-24T12:17:20,000",/scale/user/mtannaou/alternance/donnees_sar_changes/rcm2-sclnc-owi-cm-20241024t121720-20241024t121835-00003-xxxxx_aeqd.nc,rcm2-sclnc-owi-cm-20241024t121720-20241024t121835-00003-xxxxx.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-2/L2M/sclnc/rcm-2_sclnc/2024/298/RCM2_OK3329250_PK3330902_1_SCLNC_20241024_121721_VV_VH_GRD/rcm2-sclnc-owi-cm-20241024t121720-20241024t121835-00003-xxxxx.nc
io032024,IRWIN,rcm2-sclnb-owi-cm-20241023t120841-20241023t120956-00003-______ll_gd_GEO-IRWIN.nc,17.0761451721191,89.0663909912109,"2024-10-23T12:08:41,000",/scale/user/mtannaou/alternance/donnees_sar_changes/rcm2-sclnb-owi-cm-20241023t120841-20241023t120956-00003-xxxxx_aeqd.nc,rcm2-sclnb-owi-cm-20241023t120841-20241023t120956-00003-xxxxx.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-2/L2M/sclnb/rcm-2_sclnb/2024/297/RCM2_OK3327950_PK3329361_1_SCLNB_20241023_120843_VV_VH_GRD/rcm2-sclnb-owi-cm-20241023t120841-20241023t120956-00003-xxxxx.nc
sh122022,IRWIN,s1a-ew-owi-cm-20220213t143725-20220213t143926-000003-04FCF7_ll_gd_GEO-IRWIN.nc,-15.2425241470337,59.8567886352539,"2022-02-13T14:37:25,000",,s1a-ew-owi-cm-20220213t143621-20220213t143926-000003-04FCF7.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/sentinel-1a/L2M/EW/S1A_EW_GRDM_1S/2022/044/S1A_EW_GRDM_1SDV_20220213T143621_20220213T143926_041895_04FCF7_7BB9X9A56XD891/s1a-ew-owi-cm-20220213t143621-20220213t143926-000003-04FCF7.nc
sh122022,IRWIN,s1a-iw-owi-cm-20220215t021005-20220215t021149-000003-04FDBB_ll_gd_GEO-IRWIN.nc,-16.9003887176514,51.7799377441406,"2022-02-15T02:10:05,000",/scale/user/mtannaou/alternance/donnees_sar_changes/s1a-iw-owi-cm-20220215t021005-20220215t021149-000003-04FDBB_aeqd.nc,s1a-iw-owi-cm-20220215t021005-20220215t021149-000003-04FDBB.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/sentinel-1a/L2M/IW/S1A_IW_GRDH_1S/2022/046/S1A_IW_GRDH_1SDV_20220215T021005_20220215T021149_041917_04FDBB_0EDCX82E1XE0E1XF3FB/s1a-iw-owi-cm-20220215t021005-20220215t021149-000003-04FDBB.nc
ep052024,IRWIN,rcm2-sc50mb-owi-cm-20240807t134355-20240807t134513-00003-______ll_gd_GEO-IRWIN.nc,17.2427196502686,243.631225585938,"2024-08-07T13:43:55,000",,rcm2-sc50mb-owi-cm-20240807t134404-20240807t134522-00003-xxxxx.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-2/L2M/sc50mb/rcm-2_sc50mb/2024/220/RCM2_OK3197950_PK3199866_1_SC50MB_20240807_134250_HH_HV_GRD/rcm2-sc50mb-owi-cm-20240807t134404-20240807t134522-00003-xxxxx.nc
ep052024,IRWIN,rcm2-sc50ma-owi-cm-20240807t014852-20240807t015009-00003-______ll_gd_GEO-IRWIN.nc,15.0853042602539,244.803726196289,"2024-08-07T01:48:52,000",,rcm2-sc50ma-owi-cm-20240807t014852-20240807t015009-00003-xxxxx.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-2/L2M/sc50ma/rcm-2_sc50ma/2024/220/RCM2_OK3195149_PK3199066_1_SC50MA_20240807_014838_HH_HV_GRD/rcm2-sc50ma-owi-cm-20240807t014852-20240807t015009-00003-xxxxx.nc
ep052024,IRWIN,rcm2-sc50ma-owi-cm-20240808t015803-20240808t015920-00003-______ll_gd_GEO-IRWIN.nc,19.987720489502,240.826095581055,"2024-08-08T01:58:03,000",/scale/user/mtannaou/alternance/donnees_sar_changes/rcm2-sc50ma-owi-cm-20240808t015803-20240808t015920-00003-xxxxx_aeqd.nc,rcm2-sc50ma-owi-cm-20240808t015803-20240808t015920-00003-xxxxx.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-2/L2M/sc50ma/rcm-2_sc50ma/2024/221/RCM2_OK3196830_PK3200728_1_SC50MA_20240808_015741_HH_HV_GRD/rcm2-sc50ma-owi-cm-20240808t015803-20240808t015920-00003-xxxxx.nc
ep052024,IRWIN,rcm2-sc50ma-owi-cm-20240806t014022-20240806t014139-00003-______ll_gd_GEO-IRWIN.nc,13.3981876373291,245.619888305664,"2024-08-06T01:40:22,000",/scale/user/mtannaou/alternance/donnees_sar_changes/rcm2-sc50ma-owi-cm-20240806t014022-20240806t014139-00003-xxxxx_aeqd.nc,rcm2-sc50ma-owi-cm-20240806t014022-20240806t014139-00003-xxxxx.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-2/L2M/sc50ma/rcm-2_sc50ma/2024/219/RCM2_OK3193548_PK3197308_1_SC50MA_20240806_013826_HH_HV_GRD/rcm2-sc50ma-owi-cm-20240806t014022-20240806t014139-00003-xxxxx.nc
ep052024,IRWIN,rcm2-sc50ma-owi-cm-20240805t132853-20240805t133010-00003-______ll_gd_GEO-IRWIN.nc,14.2459077835083,245.997711181641,"2024-08-05T13:28:53,000",/scale/user/mtannaou/alternance/donnees_sar_changes/rcm2-sc50ma-owi-cm-20240805t132853-20240805t133010-00003-xxxxx_aeqd.nc,rcm2-sc50ma-owi-cm-20240805t132853-20240805t133010-00003-xxxxx.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-2/L2M/sc50ma/rcm-2_sc50ma/2024/218/RCM2_OK3193546_PK3195298_1_SC50MA_20240805_132656_HH_HV_GRD/rcm2-sc50ma-owi-cm-20240805t132853-20240805t133010-00003-xxxxx.nc
ep052024,IRWIN,rcm2-sc50ma-owi-cm-20240806t133646-20240806t133803-00003-______ll_gd_GEO-IRWIN.nc,13.7905855178833,245.005828857422,"2024-08-06T13:36:46,000",/scale/user/mtannaou/alternance/donnees_sar_changes/rcm2-sc50ma-owi-cm-20240806t133646-20240806t133803-00003-xxxxx_aeqd.nc,rcm2-sc50ma-owi-cm-20240806t133646-20240806t133803-00003-xxxxx.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-2/L2M/sc50ma/rcm-2_sc50ma/2024/219/RCM2_OK3195147_PK3198093_1_SC50MA_20240806_133647_HH_HV_GRD/rcm2-sc50ma-owi-cm-20240806t133646-20240806t133803-00003-xxxxx.nc
al082023,IRWIN,rcm2-sclna-owi-cm-20230825t102929-20230825t103044-00003-______ll_gd_GEO-IRWIN.nc,22.0657253265381,291.969024658203,"2023-08-25T10:29:29,000",/scale/user/mtannaou/alternance/donnees_sar_changes/rcm2-sclna-owi-cm-20230825t102929-20230825t103044-00003-xxxxx_aeqd.nc,rcm2-sclna-owi-cm-20230825t102929-20230825t103044-00003-xxxxx.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-2/L2M/sclna/rcm-2_sclna/2023/237/RCM2_OK2705572_PK2707847_1_SCLNA_20230825_102930_VV_VH_GRD/rcm2-sclna-owi-cm-20230825t102929-20230825t103044-00003-xxxxx.nc
al082023,IRWIN,rcm1-sclnb-owi-cm-20230822t225202-20230822t225317-00003-______ll_gd_GEO-IRWIN.nc,16.0362491607666,288.641204833984,"2023-08-22T22:52:02,000",/scale/user/mtannaou/alternance/donnees_sar_changes/rcm1-sclnb-owi-cm-20230822t225202-20230822t225317-00003-xxxxx_aeqd.nc,rcm1-sclnb-owi-cm-20230822t225202-20230822t225317-00003-xxxxx.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-1/L2M/sclnb/rcm-1_sclnb/2023/234/RCM1_OK2701293_PK2704421_1_SCLNB_20230822_225204_VV_VH_GRD/rcm1-sclnb-owi-cm-20230822t225202-20230822t225317-00003-xxxxx.nc
al082023,IRWIN,rcm3-sclna-owi-cm-20230826t222218-20230826t222334-00003-______ll_gd_GEO-IRWIN.nc,23.6370639801025,292.439849853516,"2023-08-26T22:22:18,000",/scale/user/mtannaou/alternance/donnees_sar_changes/rcm3-sclna-owi-cm-20230826t222218-20230826t222334-00003-xxxxx_aeqd.nc,rcm3-sclna-owi-cm-20230826t222218-20230826t222334-00003-xxxxx.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-3/L2M/sclna/rcm-3_sclna/2023/238/RCM3_OK2706956_PK2709757_1_SCLNA_20230826_222218_VV_VH_GRD/rcm3-sclna-owi-cm-20230826t222218-20230826t222334-00003-xxxxx.nc
al082023,IRWIN,rcm3-sclna-owi-cm-20230827t223040-20230827t223155-00003-______ll_gd_GEO-IRWIN.nc,25.7141990661621,290.019683837891,"2023-08-27T22:30:40,000",/scale/user/mtannaou/alternance/donnees_sar_changes/rcm3-sclna-owi-cm-20230827t223040-20230827t223155-00003-xxxxx_aeqd.nc,rcm3-sclna-owi-cm-20230827t223040-20230827t223155-00003-xxxxx.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-3/L2M/sclna/rcm-3_sclna/2023/239/RCM3_OK2708354_PK2711259_1_SCLNA_20230827_223042_VV_VH_GRD/rcm3-sclna-owi-cm-20230827t223040-20230827t223155-00003-xxxxx.nc
al082023,IRWIN,s1a-ew-owi-cm-20230826t102124-20230826t102228-000003-060585_ll_gd_GEO-IRWIN.nc,22.84375,293.899871826172,"2023-08-26T10:21:24,000",/scale/user/mtannaou/alternance/donnees_sar_changes/s1a-ew-owi-cm-20230826t102124-20230826t102228-000003-060585_aeqd.nc,s1a-ew-owi-cm-20230826t102124-20230826t102228-000003-060585.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/sentinel-1a/L2M/EW/S1A_EW_GRDM_1S/2023/238/S1A_EW_GRDM_1SDV_20230826T102124_20230826T102228_050045_060585_F219/s1a-ew-owi-cm-20230826t102124-20230826t102228-000003-060585.nc
al082023,IRWIN,rcm3-sclnd-owi-cm-20230829t224813-20230829t224928-00003-______ll_gd_GEO-IRWIN.nc,31.4413833618164,290.121459960938,"2023-08-29T22:48:13,000",/scale/user/mtannaou/alternance/donnees_sar_changes/rcm3-sclnd-owi-cm-20230829t224813-20230829t224928-00003-xxxxx_aeqd.nc,rcm3-sclnd-owi-cm-20230829t224813-20230829t224928-00003-xxxxx.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-3/L2M/sclnd/rcm-3_sclnd/2023/241/RCM3_OK2711536_PK2714994_1_SCLND_20230829_224815_VV_VH_GRD/rcm3-sclnd-owi-cm-20230829t224813-20230829t224928-00003-xxxxx.nc
al082023,IRWIN,rcm1-sc50mb-owi-cm-20230831t100925-20230831t101309-00003-______ll_gd_GEO-IRWIN.nc,34.8362007141113,296.566284179688,"2023-08-31T10:09:25,000",,rcm1-sc50mb-owi-cm-20230831t100925-20230831t101309-00003-xxxxx.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-1/L2M/sc50mb/rcm-1_sc50mb/2023/243/RCM1_OK2717464_PK2717467_2_SC50MB_20230831_100937_HH_HV_GRD/rcm1-sc50mb-owi-cm-20230831t100925-20230831t101309-00003-xxxxx.nc
al082023,IRWIN,s1a-ew-owi-cm-20230828t223927-20230828t224031-000003-0606CB_ll_gd_GEO-IRWIN.nc,28.5058040618897,288.881896972656,"2023-08-28T22:39:27,000",/scale/user/mtannaou/alternance/donnees_sar_changes/s1a-ew-owi-cm-20230828t223927-20230828t224031-000003-0606CB_aeqd.nc,s1a-ew-owi-cm-20230828t223927-20230828t224031-000003-0606CB.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/sentinel-1a/L2M/EW/S1A_EW_GRDM_1S/2023/240/S1A_EW_GRDM_1SDV_20230828T223927_20230828T224031_050082_0606CB_59F2/s1a-ew-owi-cm-20230828t223927-20230828t224031-000003-0606CB.nc
al082023,IRWIN,rcm2-sclnb-owi-cm-20230824t223732-20230824t223849-00003-______ll_gd_GEO-IRWIN.nc,22.3181114196777,291.084686279297,"2023-08-24T22:37:32,000",/scale/user/mtannaou/alternance/donnees_sar_changes/rcm2-sclnb-owi-cm-20230824t223732-20230824t223849-00003-xxxxx_aeqd.nc,rcm2-sclnb-owi-cm-20230824t223732-20230824t223849-00003-xxxxx.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-2/L2M/sclnb/rcm-2_sclnb/2023/236/RCM2_OK2704028_PK2707106_1_SCLNB_20230824_223733_VV_VH_GRD/rcm2-sclnb-owi-cm-20230824t223732-20230824t223849-00003-xxxxx.nc
al082023,IRWIN,rcm1-sclnd-owi-cm-20230823t230025-20230823t230205-00003-______ll_gd_GEO-IRWIN.nc,20.0087738037109,289.326904296875,"2023-08-23T23:00:25,000",/scale/user/mtannaou/alternance/donnees_sar_changes/rcm1-sclnd-owi-cm-20230823t230025-20230823t230205-00003-xxxxx_aeqd.nc,rcm1-sclnd-owi-cm-20230823t230025-20230823t230205-00003-xxxxx.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-1/L2M/sclnd/rcm-1_sclnd/2023/235/RCM1_OK2706503_PK2706507_1_SCLND_20230823_230036_VV_VH_GRD/rcm1-sclnd-owi-cm-20230823t230025-20230823t230205-00003-xxxxx.nc
al082023,IRWIN,s1a-iw-owi-cm-20230830t222518-20230830t222612-000003-0607CE_ll_gd_GEO-IRWIN.nc,34.1373977661133,293.887115478516,"2023-08-30T22:25:18,000",,s1a-iw-owi-cm-20230830t222518-20230830t222702-000003-0607CE.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/sentinel-1a/L2M/IW/S1A_IW_GRDH_1S/2023/242/S1A_IW_GRDH_1SDV_20230830T222518_20230830T222702_050111_0607CE_5FAAX71F6XA7FEXCA26/s1a-iw-owi-cm-20230830t222518-20230830t222702-000003-0607CE.nc
