cyclone,canal,fichier,lat_centre,lon_centre,sar_acquisition_time,sar_xy,sar_inter,sar_path
al092021,IRWIN,rcm1-sc50mc-owi-cm-20210830t000713-20210830t000812-00003-______ll_gd_GEO-IRWIN.nc,29.6878147125244,269.379119873047,"2021-08-30T00:07:13,000",/scale/user/mtannaou/alternance/donnees_sar_changes/rcm1-sc50mc-owi-cm-20210830t000713-20210830t000812-00003-xxxxx_aeqd.nc,rcm1-sc50mc-owi-cm-20210830t000713-20210830t000812-00003-xxxxx.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-1/L2M/sc50mc/rcm-1_sc50mc/2021/242/RCM1_OK1755420_PK1758025_1_SC50MC_20210830_000713_VV_VH_GRD/rcm1-sc50mc-owi-cm-20210830t000713-20210830t000812-00003-xxxxx.nc
al092021,IRWIN,s1a-iw-owi-cm-20210829t000047-20210829t000227-000003-04A8B3_ll_gd_GEO-IRWIN.nc,26.3737297058106,272.739501953125,"2021-08-29T00:00:47,000",,s1a-iw-owi-cm-20210828t235932-20210829t000227-000003-04A8B3.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/sentinel-1a/L2M/IW/S1A_IW_GRDH_1S/2021/240/S1A_IW_GRDH_1SDV_20210828T235932_20210829T000227_039437_04A8B3_0C44X1A75X3AF9X820CX9D8AXBDF7XF4EF/s1a-iw-owi-cm-20210828t235932-20210829t000227-000003-04A8B3.nc
al092021,IRWIN,s1b-iw-owi-cm-20210904t102144-20210904t102324-000003-03681F_ll_gd_GEO-IRWIN.nc,48.3544883728027,296.005340576172,"2021-09-04T10:21:44,000",,,
al152021,IRWIN,rcm2-sc50ma-owi-cm-20210922t202606-20210922t202926-00003-______ll_gd_GEO-IRWIN.nc,43.5865058898926,319.151763916016,"2021-09-22T20:26:06,000",,rcm2-sc50ma-owi-cm-20210922t202606-20210922t202926-00003-xxxxx.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-2/L2M/sc50ma/rcm-2_sc50ma/2021/265/RCM2_OK2381563_PK2382734_1_SC50MA_20210922_202620_HH_HV_GRD/rcm2-sc50ma-owi-cm-20210922t202606-20210922t202926-00003-xxxxx.nc
al152021,IRWIN,rcm2-sc50ma-owi-cm-20210918t104052-20210918t104157-00003-______ll_gd_GEO-IRWIN.nc,37.9510307312012,290.661224365234,"2021-09-18T10:40:52,000",/scale/user/mtannaou/alternance/donnees_sar_changes/rcm2-sc50ma-owi-cm-20210918t104052-20210918t104157-00003-xxxxx_aeqd.nc,rcm2-sc50ma-owi-cm-20210918t104052-20210918t104157-00003-xxxxx.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-2/L2M/sc50ma/rcm-2_sc50ma/2021/261/RCM2_OK1537081_PK1786700_2X3_SC50MA_20210918_104002_VV_VH_GRD/rcm2-sc50ma-owi-cm-20210918t104052-20210918t104157-00003-xxxxx.nc
al152021,IRWIN,rcm2-sc50mb-owi-cm-20210923t203405-20210923t203745-00003-______ll_gd_GEO-IRWIN.nc,43.8057136535645,318.064483642578,"2021-09-23T20:34:05,000",,rcm2-sc50mb-owi-cm-20210923t203405-20210923t203745-00003-xxxxx.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-2/L2M/sc50mb/rcm-2_sc50mb/2021/266/RCM2_OK2381570_PK2382695_1_SC50MB_20210923_203417_HH_HV_GRD/rcm2-sc50mb-owi-cm-20210923t203405-20210923t203745-00003-xxxxx.nc
al072024,IRWIN,rcm3-sclnb-owi-cm-20240913t204426-20240913t204542-00003-______ll_gd_GEO-IRWIN.nc,19.738748550415,320.804290771484,"2024-09-13T20:44:26,000",/scale/user/mtannaou/alternance/donnees_sar_changes/rcm3-sclnb-owi-cm-20240913t204426-20240913t204542-00003-xxxxx_aeqd.nc,rcm3-sclnb-owi-cm-20240913t204426-20240913t204542-00003-xxxxx.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-3/L2M/sclnb/rcm-3_sclnb/2024/257/RCM3_OK3258780_PK3262862_1_SCLNB_20240913_204426_VV_VH_GRD/rcm3-sclnb-owi-cm-20240913t204426-20240913t204542-00003-xxxxx.nc
al072024,IRWIN,rcm3-sclna-owi-cm-20240914t205230-20240914t205345-00003-______ll_gd_GEO-IRWIN.nc,20.2608089447022,317.408630371094,"2024-09-14T20:52:30,000",/scale/user/mtannaou/alternance/donnees_sar_changes/rcm3-sclna-owi-cm-20240914t205230-20240914t205345-00003-xxxxx_aeqd.nc,rcm3-sclna-owi-cm-20240914t205230-20240914t205345-00003-xxxxx.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-3/L2M/sclna/rcm-3_sclna/2024/258/RCM3_OK3261752_PK3265822_1_SCLNA_20240914_205232_VV_VH_GRD/rcm3-sclna-owi-cm-20240914t205230-20240914t205345-00003-xxxxx.nc
al072024,IRWIN,rcm3-sclnd-owi-cm-20240915t084613-20240915t084728-00003-______ll_gd_GEO-IRWIN.nc,19.4670906066895,315.493408203125,"2024-09-15T08:46:13,000",/scale/user/mtannaou/alternance/donnees_sar_changes/rcm3-sclnd-owi-cm-20240915t084613-20240915t084728-00003-xxxxx_aeqd.nc,rcm3-sclnd-owi-cm-20240915t084613-20240915t084728-00003-xxxxx.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-3/L2M/sclnd/rcm-3_sclnd/2024/259/RCM3_OK3262640_PK3266409_1_SCLND_20240915_084614_VV_VH_GRD/rcm3-sclnd-owi-cm-20240915t084613-20240915t084728-00003-xxxxx.nc
wp032023,IRWIN,rcm2-sc50mc-owi-cm-20230609t210612-20230609t210727-00003-______ll_gd_GEO-IRWIN.nc,18.6699867248535,129.881927490234,"2023-06-09T21:06:12,000",/scale/user/mtannaou/alternance/donnees_sar_changes/rcm2-sc50mc-owi-cm-20230609t210612-20230609t210727-00003-xxxxx_aeqd.nc,rcm2-sc50mc-owi-cm-20230609t210612-20230609t210727-00003-xxxxx.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-2/L2M/sc50mc/rcm-2_sc50mc/2023/160/RCM2_OK2592946_PK2598205_1_SC50MC_20230609_210613_HH_HV_GRD/rcm2-sc50mc-owi-cm-20230609t210612-20230609t210727-00003-xxxxx.nc
wp032023,IRWIN,rcm1-sc50ma-owi-cm-20230612t083536-20230612t083554-00003-______ll_gd_GEO-IRWIN.nc,29.540584564209,138.149032592773,"2023-06-12T08:35:36,000",/scale/user/mtannaou/alternance/donnees_sar_changes/rcm1-sc50ma-owi-cm-20230612t083536-20230612t083554-00003-xxxxx_aeqd.nc,rcm1-sc50ma-owi-cm-20230612t083536-20230612t083554-00003-xxxxx.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-1/L2M/sc50ma/rcm-1_sc50ma/2023/163/RCM1_OK2599371_PK2601453_1_SC50MA_20230612_083538_HH_HV_GRD/rcm1-sc50ma-owi-cm-20230612t083536-20230612t083554-00003-xxxxx.nc
wp032023,IRWIN,rcm2-sc50ma-owi-cm-20230610t211324-20230610t211436-00003-______ll_gd_GEO-IRWIN.nc,22.4600524902344,130.952163696289,"2023-06-10T21:13:24,000",/scale/user/mtannaou/alternance/donnees_sar_changes/rcm2-sc50ma-owi-cm-20230610t211324-20230610t211436-00003-xxxxx_aeqd.nc,rcm2-sc50ma-owi-cm-20230610t211324-20230610t211436-00003-xxxxx.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-2/L2M/sc50ma/rcm-2_sc50ma/2023/161/RCM2_OK2595252_PK2599610_1_SC50MA_20230610_211326_HH_HV_GRD/rcm2-sc50ma-owi-cm-20230610t211324-20230610t211436-00003-xxxxx.nc
wp032023,IRWIN,rcm3-sc50mc-owi-cm-20230611t204827-20230611t204945-00003-______ll_gd_GEO-IRWIN.nc,27.0829792022705,134.934906005859,"2023-06-11T20:48:27,000",/scale/user/mtannaou/alternance/donnees_sar_changes/rcm3-sc50mc-owi-cm-20230611t204827-20230611t204945-00003-xxxxx_aeqd.nc,rcm3-sc50mc-owi-cm-20230611t204827-20230611t204945-00003-xxxxx.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-3/L2M/sc50mc/rcm-3_sc50mc/2023/162/RCM3_OK2597885_PK2600838_1_SC50MC_20230611_204828_HH_HV_GRD/rcm3-sc50mc-owi-cm-20230611t204827-20230611t204945-00003-xxxxx.nc
wp012024,IRWIN,rcm1-sc50mc-owi-cm-20240529t205541-20240529t205657-00003-______ll_gd_GEO-IRWIN.nc,27.5581760406494,134.059204101563,"2024-05-29T20:55:41,000",/scale/user/mtannaou/alternance/donnees_sar_changes/rcm1-sc50mc-owi-cm-20240529t205541-20240529t205657-00003-xxxxx_aeqd.nc,rcm1-sc50mc-owi-cm-20240529t205541-20240529t205657-00003-xxxxx.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-1/L2M/sc50mc/rcm-1_sc50mc/2024/150/RCM1_OK3086904_PK3089013_1_SC50MC_20240529_205543_HH_HV_GRD/rcm1-sc50mc-owi-cm-20240529t205541-20240529t205657-00003-xxxxx.nc
wp012024,IRWIN,s1a-iw-owi-cm-20240526t095829-20240526t095928-000003-069204_ll_gd_GEO-IRWIN.nc,14.621600151062,121.999351501465,"2024-05-26T09:58:29,000",,,
wp012024,IRWIN,rcm3-sc50ma-owi-cm-20240528t212111-20240528t212226-00003-______ll_gd_GEO-IRWIN.nc,23.1716785430908,129.820739746094,"2024-05-28T21:21:11,000",/scale/user/mtannaou/alternance/donnees_sar_changes/rcm3-sc50ma-owi-cm-20240528t212111-20240528t212226-00003-xxxxx_aeqd.nc,rcm3-sc50ma-owi-cm-20240528t212111-20240528t212226-00003-xxxxx.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-3/L2M/sc50ma/rcm-3_sc50ma/2024/149/RCM3_OK3085258_PK3087547_1_SC50MA_20240528_212112_HH_HV_GRD/rcm3-sc50ma-owi-cm-20240528t212111-20240528t212226-00003-xxxxx.nc
wp012024,IRWIN,rcm3-sc50ma-owi-cm-20240528t092856-20240528t093011-00003-______ll_gd_GEO-IRWIN.nc,20.2760772705078,127.143646240234,"2024-05-28T09:28:56,000",/scale/user/mtannaou/alternance/donnees_sar_changes/rcm3-sc50ma-owi-cm-20240528t092856-20240528t093011-00003-xxxxx_aeqd.nc,rcm3-sc50ma-owi-cm-20240528t092856-20240528t093011-00003-xxxxx.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-3/L2M/sc50ma/rcm-3_sc50ma/2024/149/RCM3_OK3085251_PK3086713_1_SC50MA_20240528_092857_HH_HV_GRD/rcm3-sc50ma-owi-cm-20240528t092856-20240528t093011-00003-xxxxx.nc
wp012024,IRWIN,rcm2-sc50ma-owi-cm-20240527t095144-20240527t095259-00003-______ll_gd_GEO-IRWIN.nc,16.5009021759033,123.553337097168,"2024-05-27T09:51:44,000",/scale/user/mtannaou/alternance/donnees_sar_changes/rcm2-sc50ma-owi-cm-20240527t095144-20240527t095259-00003-xxxxx_aeqd.nc,rcm2-sc50ma-owi-cm-20240527t095144-20240527t095259-00003-xxxxx.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-2/L2M/sc50ma/rcm-2_sc50ma/2024/148/RCM2_OK3083797_PK3085207_1_SC50MA_20240527_095034_HH_HV_GRD/rcm2-sc50ma-owi-cm-20240527t095144-20240527t095259-00003-xxxxx.nc
wp012024,IRWIN,rcm2-sc50ma-owi-cm-20240530t084258-20240530t084415-00003-______ll_gd_GEO-IRWIN.nc,29.1151180267334,135.937805175781,"2024-05-30T08:42:58,000",/scale/user/mtannaou/alternance/donnees_sar_changes/rcm2-sc50ma-owi-cm-20240530t084258-20240530t084415-00003-xxxxx_aeqd.nc,rcm2-sc50ma-owi-cm-20240530t084258-20240530t084415-00003-xxxxx.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-2/L2M/sc50ma/rcm-2_sc50ma/2024/151/RCM2_OK3087319_PK3089541_1_SC50MA_20240530_084258_HH_HV_GRD/rcm2-sc50ma-owi-cm-20240530t084258-20240530t084415-00003-xxxxx.nc
wp012024,IRWIN,rcm2-sc50mb-owi-cm-20240526t213855-20240526t214011-00003-______ll_gd_GEO-IRWIN.nc,15.6070613861084,122.555114746094,"2024-05-26T21:38:55,000",/scale/user/mtannaou/alternance/donnees_sar_changes/rcm2-sc50mb-owi-cm-20240526t213855-20240526t214011-00003-xxxxx_aeqd.nc,rcm2-sc50mb-owi-cm-20240526t213855-20240526t214011-00003-xxxxx.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-2/L2M/sc50mb/rcm-2_sc50mb/2024/147/RCM2_OK3082041_PK3084723_1_SC50MB_20240526_213855_HH_HV_GRD/rcm2-sc50mb-owi-cm-20240526t213855-20240526t214011-00003-xxxxx.nc
wp012024,IRWIN,rcm1-sc50ma-owi-cm-20240529t090534-20240529t090650-00003-______ll_gd_GEO-IRWIN.nc,25.3944644927979,132.012176513672,"2024-05-29T09:05:34,000",/scale/user/mtannaou/alternance/donnees_sar_changes/rcm1-sc50ma-owi-cm-20240529t090534-20240529t090650-00003-xxxxx_aeqd.nc,rcm1-sc50ma-owi-cm-20240529t090534-20240529t090650-00003-xxxxx.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-1/L2M/sc50ma/rcm-1_sc50ma/2024/150/RCM1_OK3086257_PK3088094_1_SC50MA_20240529_090534_HH_HV_GRD/rcm1-sc50ma-owi-cm-20240529t090534-20240529t090650-00003-xxxxx.nc
al262020,IRWIN,s1b-iw-owi-cm-20201007t113512-20201007t113652-000003-02D0BA_ll_gd_GEO-IRWIN.nc,20.6296901702881,273.360565185547,"2020-10-07T11:35:12,000",,s1b-iw-owi-cm-20201007t113422-20201007t113717-000003-02D0BA.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/sentinel-1b/L2M/IW/S1B_IW_GRDH_1S/2020/281/S1B_IW_GRDH_1SDV_20201007T113422_20201007T113717_023706_02D0BA_0206X0DB6X0EC3X44B4XA918XB8FAXE6AB/s1b-iw-owi-cm-20201007t113422-20201007t113717-000003-02D0BA.nc
al262020,IRWIN,s1a-iw-owi-cm-20201005t233309-20201005t233449-000003-0409B0_ll_gd_GEO-IRWIN.nc,16.4852180480957,280.489807128906,"2020-10-05T23:33:09,000",,s1a-iw-owi-cm-20201005t233219-20201005t233514-000003-0409B0.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/sentinel-1a/L2M/IW/S1A_IW_GRDH_1S/2020/279/S1A_IW_GRDH_1SDV_20201005T233219_20201005T233514_034668_0409B0_0911X2C80X3A60X4817X5727X85EAXA734/s1a-iw-owi-cm-20201005t233219-20201005t233514-000003-0409B0.nc
al262020,IRWIN,s1b-iw-owi-cm-20201008t000702-20201008t000846-000003-02D0FE_ll_gd_GEO-IRWIN.nc,22.1031360626221,270.209411621094,"2020-10-08T00:07:02,000",,s1b-iw-owi-cm-20201008t000702-20201008t000911-000003-02D0FE.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/sentinel-1b/L2M/IW/S1B_IW_GRDH_1S/2020/282/S1B_IW_GRDH_1SDV_20201008T000702_20201008T000911_023714_02D0FE_0017X5C70X9F80XB969XF59E/s1b-iw-owi-cm-20201008t000702-20201008t000911-000003-02D0FE.nc
al262020,IRWIN,s1a-iw-owi-cm-20201009t120643-20201009t120826-000003-040B68_ll_gd_GEO-IRWIN.nc,27.1406726837158,266.204650878906,"2020-10-09T12:06:43,000",/scale/user/mtannaou/alternance/donnees_sar_changes/s1a-iw-owi-cm-20201009t120643-20201009t120826-000003-040B68_aeqd.nc,s1a-iw-owi-cm-20201009t120643-20201009t120826-000003-040B68.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/sentinel-1a/L2M/IW/S1A_IW_GRDH_1S/2020/283/S1A_IW_GRDH_1SDV_20201009T120643_20201009T120826_034719_040B68_2815XAC34XD21DXD80E/s1a-iw-owi-cm-20201009t120643-20201009t120826-000003-040B68.nc
al262020,IRWIN,rs2-scwa-owi-cm-20201010t001135-20201010t001251-00003-______ll_gd_GEO-IRWIN.nc,29.5935249328613,266.771545410156,"2020-10-10T00:11:35,000",/scale/user/mtannaou/alternance/donnees_sar_changes/rs2-scwa-owi-cm-20201010t001135-20201010t001251-00003-xxxxx_aeqd.nc,rs2-scwa-owi-cm-20201010t001135-20201010t001251-00003-xxxxx.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/RS2/L2M/SCWA/RS2_SCWA/2020/284/RS2_OK125612_PK1098044_DK1043914_SCWA_20201010_001135_001135_VV_VH_SCF/rs2-scwa-owi-cm-20201010t001135-20201010t001251-00003-xxxxx.nc
al262020,IRWIN,rs2-scwa-owi-cm-20201008t115043-20201008t115306-00003-______ll_gd_GEO-IRWIN.nc,23.4481773376465,267.919891357422,"2020-10-08T11:50:43,000",/scale/user/mtannaou/alternance/donnees_sar_changes/rs2-scwa-owi-cm-20201008t115043-20201008t115306-00003-xxxxx_aeqd.nc,rs2-scwa-owi-cm-20201008t115043-20201008t115306-00003-xxxxx.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/RS2/L2M/SCWA/RS2_SCWA/2020/282/RS2_OK125612_PK1098042X043_DK1043912X913_SCWA_20201008_115043_115150_VV_VH_SCF/rs2-scwa-owi-cm-20201008t115043-20201008t115306-00003-xxxxx.nc
al162019,IRWIN,s1a-iw-owi-cm-20191018t002429-20191018t002544-000003-035B80_ll_gd_GEO-IRWIN.nc,23.0147686004639,265.245880126953,"2019-10-18T00:24:29,000",/scale/user/mtannaou/alternance/donnees_sar_changes/s1a-iw-owi-cm-20191018t002429-20191018t002544-000003-035B80_aeqd.nc,s1a-iw-owi-cm-20191018t002429-20191018t002544-000003-035B80.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/sentinel-1a/L2M/IW/S1A_IW_GRDH_1S/2019/291/S1A_IW_GRDH_1SDV_20191018T002429_20191018T002544_029506_035B80_35C9X8A3DX9E1E/s1a-iw-owi-cm-20191018t002429-20191018t002544-000003-035B80.nc
al142024,IRWIN,rcm1-sclnd-owi-cm-20241009t112521-20241009t112639-00003-______ll_gd_GEO-IRWIN.nc,24.5338325500488,274.819702148438,"2024-10-09T11:25:21,000",/scale/user/mtannaou/alternance/donnees_sar_changes/rcm1-sclnd-owi-cm-20241009t112521-20241009t112639-00003-xxxxx_aeqd.nc,rcm1-sclnd-owi-cm-20241009t112521-20241009t112639-00003-xxxxx.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-1/L2M/sclnd/rcm-1_sclnd/2024/283/RCM1_OK3304905_PK3307773_1_SCLND_20241009_112522_VV_VH_GRD/rcm1-sclnd-owi-cm-20241009t112521-20241009t112639-00003-xxxxx.nc
al142024,IRWIN,rcm2-sclna-owi-cm-20241007t121410-20241007t121526-00003-______ll_gd_GEO-IRWIN.nc,21.8750743865967,267.579620361328,"2024-10-07T12:14:10,000",/scale/user/mtannaou/alternance/donnees_sar_changes/rcm2-sclna-owi-cm-20241007t121410-20241007t121526-00003-xxxxx_aeqd.nc,rcm2-sclna-owi-cm-20241007t121410-20241007t121526-00003-xxxxx.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-2/L2M/sclna/rcm-2_sclna/2024/281/RCM2_OK3302821_PK3304683_1_SCLNA_20241007_121410_VV_VH_GRD/rcm2-sclna-owi-cm-20241007t121410-20241007t121526-00003-xxxxx.nc
al142024,IRWIN,rcm2-sclnc-owi-cm-20241010t231922-20241010t232017-00003-______ll_gd_GEO-IRWIN.nc,29.5268306732178,283.891845703125,"2024-10-10T23:19:22,000",/scale/user/mtannaou/alternance/donnees_sar_changes/rcm2-sclnc-owi-cm-20241010t231922-20241010t232017-00003-xxxxx_aeqd.nc,s1a-iw-owi-cm-20241010t231925-20241010t232220-000003-06DB19.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/sentinel-1a/L2M/IW/S1A_IW_GRDH_1S/2024/284/S1A_IW_GRDH_1SDV_20241010T231925_20241010T232220_056047_06DB19_008AX0317X418CX4DD4XA11AXBEC5XEC4E/s1a-iw-owi-cm-20241010t231925-20241010t232220-000003-06DB19.nc
