annee,bassin,cyclone_numero,date_debut,date_fin,fichier
1987,AL,2,1987-08-08T00:00:00,1987-08-28T00:00:00,TCPRIMED_v01r01-final_AL021987_env_s19870808000000_e19870828000000.nc
1987,AL,3,1987-08-09T12:00:00,1987-08-17T06:00:00,TCPRIMED_v01r01-final_AL031987_env_s19870809120000_e19870817060000.nc
1987,AL,4,1987-08-13T00:00:00,1987-08-15T12:00:00,TCPRIMED_v01r01-final_AL041987_env_s19870813000000_e19870815120000.nc
1987,AL,5,1987-08-18T00:00:00,1987-08-24T06:00:00,TCPRIMED_v01r01-final_AL051987_env_s19870818000000_e19870824060000.nc
1987,AL,6,1987-08-30T12:00:00,1987-09-02T18:00:00,TCPRIMED_v01r01-final_AL061987_env_s19870830120000_e19870902180000.nc
1987,AL,7,1987-09-05T12:00:00,1987-09-10T18:00:00,TCPRIMED_v01r01-final_AL071987_env_s19870905120000_e19870910180000.nc
1987,AL,8,1987-09-06T00:00:00,1987-09-08T18:00:00,TCPRIMED_v01r01-final_AL081987_env_s19870906000000_e19870908180000.nc
1987,AL,9,1987-09-07T00:00:00,1987-09-08T12:00:00,TCPRIMED_v01r01-final_AL091987_env_s19870907000000_e19870908120000.nc
1987,AL,10,1987-09-08T18:00:00,1987-09-20T18:00:00,TCPRIMED_v01r01-final_AL101987_env_s19870908180000_e19870920180000.nc
1987,AL,11,1987-09-13T12:00:00,1987-09-17T12:00:00,TCPRIMED_v01r01-final_AL111987_env_s19870913120000_e19870917120000.nc
1987,AL,12,1987-09-20T00:00:00,1987-09-26T18:00:00,TCPRIMED_v01r01-final_AL121987_env_s19870920000000_e19870926180000.nc
1987,AL,13,1987-10-09T06:00:00,1987-10-14T00:00:00,TCPRIMED_v01r01-final_AL131987_env_s19871009060000_e19871014000000.nc
1987,AL,14,1987-10-31T18:00:00,1987-11-04T18:00:00,TCPRIMED_v01r01-final_AL141987_env_s19871031180000_e19871104180000.nc
1987,CP,1,1987-08-26T00:00:00,1987-08-29T18:00:00,TCPRIMED_v01r01-final_CP011987_env_s19870826000000_e19870829180000.nc
1987,CP,2,1987-09-21T18:00:00,1987-09-27T18:00:00,TCPRIMED_v01r01-final_CP021987_env_s19870921180000_e19870927180000.nc
1987,EP,3,1987-07-05T18:00:00,1987-07-10T06:00:00,TCPRIMED_v01r01-final_EP031987_env_s19870705180000_e19870710060000.nc
1987,EP,4,1987-07-15T00:00:00,1987-07-20T00:00:00,TCPRIMED_v01r01-final_EP041987_env_s19870715000000_e19870720000000.nc
1987,EP,5,1987-07-22T00:00:00,1987-07-26T12:00:00,TCPRIMED_v01r01-final_EP051987_env_s19870722000000_e19870726120000.nc
1987,EP,6,1987-07-24T06:00:00,1987-07-31T12:00:00,TCPRIMED_v01r01-final_EP061987_env_s19870724060000_e19870731120000.nc
1987,EP,7,1987-07-28T00:00:00,1987-08-03T18:00:00,TCPRIMED_v01r01-final_EP071987_env_s19870728000000_e19870803180000.nc
1987,EP,8,1987-07-31T18:00:00,1987-08-09T06:00:00,TCPRIMED_v01r01-final_EP081987_env_s19870731180000_e19870809060000.nc
1987,EP,9,1987-08-03T18:00:00,1987-08-09T06:00:00,TCPRIMED_v01r01-final_EP091987_env_s19870803180000_e19870809060000.nc
1987,EP,10,1987-08-13T18:00:00,1987-08-22T00:00:00,TCPRIMED_v01r01-final_EP101987_env_s19870813180000_e19870822000000.nc
1987,EP,11,1987-08-28T18:00:00,1987-08-30T18:00:00,TCPRIMED_v01r01-final_EP111987_env_s19870828180000_e19870830180000.nc
1987,EP,12,1987-08-29T12:00:00,1987-09-03T12:00:00,TCPRIMED_v01r01-final_EP121987_env_s19870829120000_e19870903120000.nc
1987,EP,13,1987-09-09T12:00:00,1987-09-16T12:00:00,TCPRIMED_v01r01-final_EP131987_env_s19870909120000_e19870916120000.nc
1987,EP,14,1987-09-14T12:00:00,1987-09-20T12:00:00,TCPRIMED_v01r01-final_EP141987_env_s19870914120000_e19870920120000.nc
1987,EP,15,1987-09-20T00:00:00,1987-09-26T18:00:00,TCPRIMED_v01r01-final_EP151987_env_s19870920000000_e19870926180000.nc
1987,EP,16,1987-09-30T12:00:00,1987-10-01T12:00:00,TCPRIMED_v01r01-final_EP161987_env_s19870930120000_e19871001120000.nc
1987,EP,17,1987-10-05T18:00:00,1987-10-12T06:00:00,TCPRIMED_v01r01-final_EP171987_env_s19871005180000_e19871012060000.nc
1987,EP,18,1987-10-27T00:00:00,1987-10-31T06:00:00,TCPRIMED_v01r01-final_EP181987_env_s19871027000000_e19871031060000.nc
1987,IO,4,1987-10-14T00:00:00,1987-10-16T12:00:00,TCPRIMED_v01r01-final_IO041987_env_s19871014000000_e19871016120000.nc
1987,IO,5,1987-10-30T00:00:00,1987-11-03T06:00:00,TCPRIMED_v01r01-final_IO051987_env_s19871030000000_e19871103060000.nc
1987,IO,6,1987-11-08T00:00:00,1987-11-13T12:00:00,TCPRIMED_v01r01-final_IO061987_env_s19871108000000_e19871113120000.nc
1987,WP,5,1987-07-06T12:00:00,1987-07-16T12:00:00,TCPRIMED_v01r01-final_WP051987_env_s19870706120000_e19870716120000.nc
1987,WP,6,1987-07-15T06:00:00,1987-07-22T00:00:00,TCPRIMED_v01r01-final_WP061987_env_s19870715060000_e19870722000000.nc
1987,WP,7,1987-07-18T12:00:00,1987-08-01T12:00:00,TCPRIMED_v01r01-final_WP071987_env_s19870718120000_e19870801120000.nc
1987,WP,8,1987-07-21T00:00:00,1987-07-30T06:00:00,TCPRIMED_v01r01-final_WP081987_env_s19870721000000_e19870730060000.nc
1987,WP,9,1987-08-07T00:00:00,1987-08-17T06:00:00,TCPRIMED_v01r01-final_WP091987_env_s19870807000000_e19870817060000.nc
1987,WP,10,1987-08-07T00:00:00,1987-08-24T12:00:00,TCPRIMED_v01r01-final_WP101987_env_s19870807000000_e19870824120000.nc
1987,WP,11,1987-08-19T06:00:00,1987-08-31T06:00:00,TCPRIMED_v01r01-final_WP111987_env_s19870819060000_e19870831060000.nc
1987,WP,12,1987-08-20T06:00:00,1987-08-28T18:00:00,TCPRIMED_v01r01-final_WP121987_env_s19870820060000_e19870828180000.nc
1987,WP,13,1987-09-03T18:00:00,1987-09-17T12:00:00,TCPRIMED_v01r01-final_WP131987_env_s19870903180000_e19870917120000.nc
1987,WP,14,1987-09-04T00:00:00,1987-09-11T00:00:00,TCPRIMED_v01r01-final_WP141987_env_s19870904000000_e19870911000000.nc
1987,WP,15,1987-09-01T06:00:00,1987-09-15T18:00:00,TCPRIMED_v01r01-final_WP151987_env_s19870901060000_e19870915180000.nc
1987,WP,16,1987-09-21T00:00:00,1987-10-03T18:00:00,TCPRIMED_v01r01-final_WP161987_env_s19870921000000_e19871003180000.nc
1987,WP,17,1987-09-22T12:00:00,1987-10-04T00:00:00,TCPRIMED_v01r01-final_WP171987_env_s19870922120000_e19871004000000.nc
1987,WP,18,1987-09-24T00:00:00,1987-09-26T06:00:00,TCPRIMED_v01r01-final_WP181987_env_s19870924000000_e19870926060000.nc
1987,WP,19,1987-09-27T06:00:00,1987-10-02T00:00:00,TCPRIMED_v01r01-final_WP191987_env_s19870927060000_e19871002000000.nc
1987,WP,20,1987-10-09T18:00:00,1987-10-17T00:00:00,TCPRIMED_v01r01-final_WP201987_env_s19871009180000_e19871017000000.nc
1987,WP,21,1987-10-14T18:00:00,1987-10-28T06:00:00,TCPRIMED_v01r01-final_WP211987_env_s19871014180000_e19871028060000.nc
1987,WP,22,1987-11-07T00:00:00,1987-11-19T12:00:00,TCPRIMED_v01r01-final_WP221987_env_s19871107000000_e19871119120000.nc
1987,WP,23,1987-11-16T00:00:00,1987-11-30T06:00:00,TCPRIMED_v01r01-final_WP231987_env_s19871116000000_e19871130060000.nc
1987,WP,24,1987-11-20T18:00:00,1987-11-25T12:00:00,TCPRIMED_v01r01-final_WP241987_env_s19871120180000_e19871125120000.nc
1988,AL,1,1988-08-05T18:00:00,1988-08-08T18:00:00,TCPRIMED_v01r01-final_AL011988_env_s19880805180000_e19880808180000.nc
1988,AL,2,1988-08-08T00:00:00,1988-08-10T18:00:00,TCPRIMED_v01r01-final_AL021988_env_s19880808000000_e19880810180000.nc
1988,AL,3,1988-08-21T12:00:00,1988-08-30T18:00:00,TCPRIMED_v01r01-final_AL031988_env_s19880821120000_e19880830180000.nc
1988,AL,4,1988-08-31T18:00:00,1988-09-08T18:00:00,TCPRIMED_v01r01-final_AL041988_env_s19880831180000_e19880908180000.nc
1988,AL,5,1988-09-03T00:00:00,1988-09-05T00:00:00,TCPRIMED_v01r01-final_AL051988_env_s19880903000000_e19880905000000.nc
1988,AL,6,1988-09-07T00:00:00,1988-09-10T00:00:00,TCPRIMED_v01r01-final_AL061988_env_s19880907000000_e19880910000000.nc
1988,AL,7,1988-09-07T06:00:00,1988-09-11T12:00:00,TCPRIMED_v01r01-final_AL071988_env_s19880907060000_e19880911120000.nc
1988,AL,8,1988-09-08T18:00:00,1988-09-20T00:00:00,TCPRIMED_v01r01-final_AL081988_env_s19880908180000_e19880920000000.nc
1988,AL,9,1988-09-19T18:00:00,1988-09-30T12:00:00,TCPRIMED_v01r01-final_AL091988_env_s19880919180000_e19880930120000.nc
1988,AL,10,1988-09-28T18:00:00,1988-10-01T12:00:00,TCPRIMED_v01r01-final_AL101988_env_s19880928180000_e19881001120000.nc
1988,AL,11,1988-10-10T18:00:00,1988-10-23T06:00:00,TCPRIMED_v01r01-final_AL111988_env_s19881010180000_e19881023060000.nc
1988,AL,12,1988-11-17T18:00:00,1988-11-26T18:00:00,TCPRIMED_v01r01-final_AL121988_env_s19881117180000_e19881126180000.nc
1988,AL,14,1988-08-13T00:00:00,1988-08-14T12:00:00,TCPRIMED_v01r01-final_AL141988_env_s19880813000000_e19880814120000.nc
1988,AL,15,1988-08-20T12:00:00,1988-08-31T12:00:00,TCPRIMED_v01r01-final_AL151988_env_s19880820120000_e19880831120000.nc
1988,AL,16,1988-08-20T18:00:00,1988-08-24T12:00:00,TCPRIMED_v01r01-final_AL161988_env_s19880820180000_e19880824120000.nc
1988,AL,18,1988-09-27T18:00:00,1988-09-29T00:00:00,TCPRIMED_v01r01-final_AL181988_env_s19880927180000_e19880929000000.nc
1988,AL,19,1988-10-19T18:00:00,1988-10-21T18:00:00,TCPRIMED_v01r01-final_AL191988_env_s19881019180000_e19881021180000.nc
1988,CP,1,1988-08-28T18:00:00,1988-09-13T06:00:00,TCPRIMED_v01r01-final_CP011988_env_s19880828180000_e19880913060000.nc
1988,CP,2,1988-09-21T00:00:00,1988-09-25T18:00:00,TCPRIMED_v01r01-final_CP021988_env_s19880921000000_e19880925180000.nc
1988,EP,1,1988-06-16T18:00:00,1988-06-21T12:00:00,TCPRIMED_v01r01-final_EP011988_env_s19880616180000_e19880621120000.nc
1988,EP,2,1988-06-20T18:00:00,1988-06-22T18:00:00,TCPRIMED_v01r01-final_EP021988_env_s19880620180000_e19880622180000.nc
1988,EP,3,1988-07-08T18:00:00,1988-07-15T12:00:00,TCPRIMED_v01r01-final_EP031988_env_s19880708180000_e19880715120000.nc
1988,EP,4,1988-07-19T12:00:00,1988-07-26T18:00:00,TCPRIMED_v01r01-final_EP041988_env_s19880719120000_e19880726180000.nc
1988,EP,5,1988-07-27T18:00:00,1988-08-02T18:00:00,TCPRIMED_v01r01-final_EP051988_env_s19880727180000_e19880802180000.nc
1988,EP,6,1988-07-28T18:00:00,1988-08-09T18:00:00,TCPRIMED_v01r01-final_EP061988_env_s19880728180000_e19880809180000.nc
1988,EP,7,1988-07-28T12:00:00,1988-08-03T12:00:00,TCPRIMED_v01r01-final_EP071988_env_s19880728120000_e19880803120000.nc
1988,EP,8,1988-07-30T18:00:00,1988-08-09T18:00:00,TCPRIMED_v01r01-final_EP081988_env_s19880730180000_e19880809180000.nc
1988,EP,9,1988-08-05T00:00:00,1988-08-13T18:00:00,TCPRIMED_v01r01-final_EP091988_env_s19880805000000_e19880813180000.nc
1988,EP,10,1988-08-16T18:00:00,1988-08-21T06:00:00,TCPRIMED_v01r01-final_EP101988_env_s19880816180000_e19880821060000.nc
1988,EP,11,1988-08-29T00:00:00,1988-09-06T12:00:00,TCPRIMED_v01r01-final_EP111988_env_s19880829000000_e19880906120000.nc
1988,EP,12,1988-09-21T06:00:00,1988-09-30T12:00:00,TCPRIMED_v01r01-final_EP121988_env_s19880921060000_e19880930120000.nc
1988,EP,13,1988-10-23T06:00:00,1988-11-02T12:00:00,TCPRIMED_v01r01-final_EP131988_env_s19881023060000_e19881102120000.nc
1988,EP,14,1988-06-15T12:00:00,1988-06-18T18:00:00,TCPRIMED_v01r01-final_EP141988_env_s19880615120000_e19880618180000.nc
1988,EP,15,1988-07-02T00:00:00,1988-07-04T06:00:00,TCPRIMED_v01r01-final_EP151988_env_s19880702000000_e19880704060000.nc
1988,EP,17,1988-08-14T00:00:00,1988-08-16T18:00:00,TCPRIMED_v01r01-final_EP171988_env_s19880814000000_e19880816180000.nc
1988,EP,18,1988-08-27T00:00:00,1988-08-29T00:00:00,TCPRIMED_v01r01-final_EP181988_env_s19880827000000_e19880829000000.nc
1988,EP,19,1988-09-12T18:00:00,1988-09-15T18:00:00,TCPRIMED_v01r01-final_EP191988_env_s19880912180000_e19880915180000.nc
1988,EP,20,1988-10-11T06:00:00,1988-10-12T18:00:00,TCPRIMED_v01r01-final_EP201988_env_s19881011060000_e19881012180000.nc
1988,IO,1,1988-06-08T00:00:00,1988-06-12T18:00:00,TCPRIMED_v01r01-final_IO011988_env_s19880608000000_e19880612180000.nc
1988,IO,2,1988-10-17T06:00:00,1988-10-19T06:00:00,TCPRIMED_v01r01-final_IO021988_env_s19881017060000_e19881019060000.nc
1988,IO,3,1988-11-14T06:00:00,1988-11-18T18:00:00,TCPRIMED_v01r01-final_IO031988_env_s19881114060000_e19881118180000.nc
1988,IO,4,1988-11-21T18:00:00,1988-11-30T00:00:00,TCPRIMED_v01r01-final_IO041988_env_s19881121180000_e19881130000000.nc
1988,IO,5,1988-12-06T06:00:00,1988-12-08T18:00:00,TCPRIMED_v01r01-final_IO051988_env_s19881206060000_e19881208180000.nc
1988,SH,1,1987-10-31T06:00:00,1987-11-09T18:00:00,TCPRIMED_v01r01-final_SH011988_env_s19871031060000_e19871109180000.nc
1988,SH,2,1987-11-20T18:00:00,1987-11-26T06:00:00,TCPRIMED_v01r01-final_SH021988_env_s19871120180000_e19871126060000.nc
1988,SH,8,1988-01-11T18:00:00,1988-01-18T18:00:00,TCPRIMED_v01r01-final_SH081988_env_s19880111180000_e19880118180000.nc
1988,SH,9,1988-01-21T00:00:00,1988-02-01T12:00:00,TCPRIMED_v01r01-final_SH091988_env_s19880121000000_e19880201120000.nc
1988,SH,10,1988-01-29T06:00:00,1988-02-02T06:00:00,TCPRIMED_v01r01-final_SH101988_env_s19880129060000_e19880202060000.nc
1988,SH,11,1988-02-08T06:00:00,1988-02-17T18:00:00,TCPRIMED_v01r01-final_SH111988_env_s19880208060000_e19880217180000.nc
1988,SH,12,1988-02-20T06:00:00,1988-02-29T18:00:00,TCPRIMED_v01r01-final_SH121988_env_s19880220060000_e19880229180000.nc
1988,SH,13,1988-02-23T18:00:00,1988-03-05T12:00:00,TCPRIMED_v01r01-final_SH131988_env_s19880223180000_e19880305120000.nc
1988,SH,14,1988-02-24T06:00:00,1988-03-02T06:00:00,TCPRIMED_v01r01-final_SH141988_env_s19880224060000_e19880302060000.nc
1988,SH,15,1988-02-28T18:00:00,1988-03-03T06:00:00,TCPRIMED_v01r01-final_SH151988_env_s19880228180000_e19880303060000.nc
1988,SH,16,1988-03-12T00:00:00,1988-03-24T00:00:00,TCPRIMED_v01r01-final_SH161988_env_s19880312000000_e19880324000000.nc
1988,SH,17,1988-03-17T00:00:00,1988-03-20T18:00:00,TCPRIMED_v01r01-final_SH171988_env_s19880317000000_e19880320180000.nc
1988,SH,18,1988-03-25T00:00:00,1988-04-01T06:00:00,TCPRIMED_v01r01-final_SH181988_env_s19880325000000_e19880401060000.nc
1988,SH,19,1988-04-08T12:00:00,1988-04-16T18:00:00,TCPRIMED_v01r01-final_SH191988_env_s19880408120000_e19880416180000.nc
1988,SH,20,1988-05-08T06:00:00,1988-05-14T12:00:00,TCPRIMED_v01r01-final_SH201988_env_s19880508060000_e19880514120000.nc
1988,WP,1,1988-01-05T06:00:00,1988-01-18T00:00:00,TCPRIMED_v01r01-final_WP011988_env_s19880105060000_e19880118000000.nc
1988,WP,2,1988-05-29T00:00:00,1988-06-03T06:00:00,TCPRIMED_v01r01-final_WP021988_env_s19880529000000_e19880603060000.nc
1988,WP,3,1988-06-04T00:00:00,1988-06-06T00:00:00,TCPRIMED_v01r01-final_WP031988_env_s19880604000000_e19880606000000.nc
1988,WP,4,1988-06-18T06:00:00,1988-06-24T18:00:00,TCPRIMED_v01r01-final_WP041988_env_s19880618060000_e19880624180000.nc
1988,WP,5,1988-06-24T12:00:00,1988-06-29T00:00:00,TCPRIMED_v01r01-final_WP051988_env_s19880624120000_e19880629000000.nc
1988,WP,6,1988-07-11T00:00:00,1988-07-19T12:00:00,TCPRIMED_v01r01-final_WP061988_env_s19880711000000_e19880719120000.nc
1988,WP,7,1988-07-26T00:00:00,1988-07-31T00:00:00,TCPRIMED_v01r01-final_WP071988_env_s19880726000000_e19880731000000.nc
1988,WP,8,1988-08-05T00:00:00,1988-08-08T00:00:00,TCPRIMED_v01r01-final_WP081988_env_s19880805000000_e19880808000000.nc
1988,WP,9,1988-08-07T06:00:00,1988-08-12T06:00:00,TCPRIMED_v01r01-final_WP091988_env_s19880807060000_e19880812060000.nc
1988,WP,10,1988-08-13T06:00:00,1988-08-21T06:00:00,TCPRIMED_v01r01-final_WP101988_env_s19880813060000_e19880821060000.nc
1988,WP,11,1988-08-24T06:00:00,1988-08-29T18:00:00,TCPRIMED_v01r01-final_WP111988_env_s19880824060000_e19880829180000.nc
1988,WP,12,1988-08-24T00:00:00,1988-09-03T06:00:00,TCPRIMED_v01r01-final_WP121988_env_s19880824000000_e19880903060000.nc
1988,WP,14,1988-09-05T06:00:00,1988-09-17T00:00:00,TCPRIMED_v01r01-final_WP141988_env_s19880905060000_e19880917000000.nc
1988,WP,15,1988-09-11T00:00:00,1988-09-16T06:00:00,TCPRIMED_v01r01-final_WP151988_env_s19880911000000_e19880916060000.nc
1988,WP,16,1988-09-12T06:00:00,1988-09-16T00:00:00,TCPRIMED_v01r01-final_WP161988_env_s19880912060000_e19880916000000.nc
1988,WP,17,1988-09-18T18:00:00,1988-09-22T00:00:00,TCPRIMED_v01r01-final_WP171988_env_s19880918180000_e19880922000000.nc
1988,WP,18,1988-09-16T06:00:00,1988-09-24T12:00:00,TCPRIMED_v01r01-final_WP181988_env_s19880916060000_e19880924120000.nc
1988,WP,19,1988-09-19T00:00:00,1988-09-23T00:00:00,TCPRIMED_v01r01-final_WP191988_env_s19880919000000_e19880923000000.nc
1988,WP,20,1988-09-30T06:00:00,1988-10-08T18:00:00,TCPRIMED_v01r01-final_WP201988_env_s19880930060000_e19881008180000.nc
1988,WP,21,1988-10-08T06:00:00,1988-10-16T18:00:00,TCPRIMED_v01r01-final_WP211988_env_s19881008060000_e19881016180000.nc
1988,WP,22,1988-10-16T06:00:00,1988-10-22T18:00:00,TCPRIMED_v01r01-final_WP221988_env_s19881016060000_e19881022180000.nc
1988,WP,23,1988-10-20T12:00:00,1988-10-28T18:00:00,TCPRIMED_v01r01-final_WP231988_env_s19881020120000_e19881028180000.nc
1988,WP,24,1988-11-03T00:00:00,1988-11-12T00:00:00,TCPRIMED_v01r01-final_WP241988_env_s19881103000000_e19881112000000.nc
1988,WP,25,1988-11-01T06:00:00,1988-11-06T18:00:00,TCPRIMED_v01r01-final_WP251988_env_s19881101060000_e19881106180000.nc
1988,WP,26,1988-12-21T06:00:00,1988-12-25T00:00:00,TCPRIMED_v01r01-final_WP261988_env_s19881221060000_e19881225000000.nc
1989,AL,1,1989-06-15T18:00:00,1989-06-17T06:00:00,TCPRIMED_v01r01-final_AL011989_env_s19890615180000_e19890617060000.nc
1989,AL,2,1989-06-24T18:00:00,1989-07-01T12:00:00,TCPRIMED_v01r01-final_AL021989_env_s19890624180000_e19890701120000.nc
1989,AL,3,1989-07-09T18:00:00,1989-07-14T00:00:00,TCPRIMED_v01r01-final_AL031989_env_s19890709180000_e19890714000000.nc
1989,AL,4,1989-07-30T12:00:00,1989-08-03T00:00:00,TCPRIMED_v01r01-final_AL041989_env_s19890730120000_e19890803000000.nc
1989,AL,5,1989-07-31T06:00:00,1989-08-09T06:00:00,TCPRIMED_v01r01-final_AL051989_env_s19890731060000_e19890809060000.nc
1989,AL,6,1989-08-08T18:00:00,1989-08-17T12:00:00,TCPRIMED_v01r01-final_AL061989_env_s19890808180000_e19890817120000.nc
1989,AL,7,1989-08-18T00:00:00,1989-08-27T00:00:00,TCPRIMED_v01r01-final_AL071989_env_s19890818000000_e19890827000000.nc
1989,AL,8,1989-08-26T00:00:00,1989-09-10T12:00:00,TCPRIMED_v01r01-final_AL081989_env_s19890826000000_e19890910120000.nc
1989,AL,10,1989-08-30T12:00:00,1989-09-13T12:00:00,TCPRIMED_v01r01-final_AL101989_env_s19890830120000_e19890913120000.nc
1989,AL,11,1989-09-10T12:00:00,1989-09-25T12:00:00,TCPRIMED_v01r01-final_AL111989_env_s19890910120000_e19890925120000.nc
1989,AL,12,1989-09-16T18:00:00,1989-09-21T18:00:00,TCPRIMED_v01r01-final_AL121989_env_s19890916180000_e19890921180000.nc
1989,AL,13,1989-10-02T00:00:00,1989-10-05T12:00:00,TCPRIMED_v01r01-final_AL131989_env_s19891002000000_e19891005120000.nc
1989,AL,14,1989-10-12T12:00:00,1989-10-16T18:00:00,TCPRIMED_v01r01-final_AL141989_env_s19891012120000_e19891016180000.nc
1989,AL,15,1989-11-28T12:00:00,1989-12-04T06:00:00,TCPRIMED_v01r01-final_AL151989_env_s19891128120000_e19891204060000.nc
1989,EP,1,1989-05-31T18:00:00,1989-06-05T18:00:00,TCPRIMED_v01r01-final_EP011989_env_s19890531180000_e19890605180000.nc
1989,EP,2,1989-06-15T18:00:00,1989-06-21T00:00:00,TCPRIMED_v01r01-final_EP021989_env_s19890615180000_e19890621000000.nc
1989,EP,3,1989-06-18T00:00:00,1989-06-23T12:00:00,TCPRIMED_v01r01-final_EP031989_env_s19890618000000_e19890623120000.nc
1989,EP,4,1989-07-09T00:00:00,1989-07-10T18:00:00,TCPRIMED_v01r01-final_EP041989_env_s19890709000000_e19890710180000.nc
1989,EP,5,1989-07-09T00:00:00,1989-07-13T18:00:00,TCPRIMED_v01r01-final_EP051989_env_s19890709000000_e19890713180000.nc
1989,EP,6,1989-07-11T12:00:00,1989-07-21T18:00:00,TCPRIMED_v01r01-final_EP061989_env_s19890711120000_e19890721180000.nc
1989,EP,7,1989-07-15T00:00:00,1989-07-18T06:00:00,TCPRIMED_v01r01-final_EP071989_env_s19890715000000_e19890718060000.nc
1989,EP,8,1989-07-19T00:00:00,1989-07-21T06:00:00,TCPRIMED_v01r01-final_EP081989_env_s19890719000000_e19890721060000.nc
1989,EP,9,1989-07-23T18:00:00,1989-07-28T06:00:00,TCPRIMED_v01r01-final_EP091989_env_s19890723180000_e19890728060000.nc
1989,EP,10,1989-07-30T00:00:00,1989-08-05T12:00:00,TCPRIMED_v01r01-final_EP101989_env_s19890730000000_e19890805120000.nc
1989,EP,11,1989-08-15T00:00:00,1989-08-18T00:00:00,TCPRIMED_v01r01-final_EP111989_env_s19890815000000_e19890818000000.nc
1989,EP,12,1989-08-14T12:00:00,1989-08-25T12:00:00,TCPRIMED_v01r01-final_EP121989_env_s19890814120000_e19890825120000.nc
1989,EP,13,1989-08-21T12:00:00,1989-08-25T18:00:00,TCPRIMED_v01r01-final_EP131989_env_s19890821120000_e19890825180000.nc
1989,EP,14,1989-08-25T12:00:00,1989-08-29T18:00:00,TCPRIMED_v01r01-final_EP141989_env_s19890825120000_e19890829180000.nc
1989,EP,15,1989-08-27T18:00:00,1989-09-06T18:00:00,TCPRIMED_v01r01-final_EP151989_env_s19890827180000_e19890906180000.nc
1989,EP,16,1989-08-28T18:00:00,1989-08-31T18:00:00,TCPRIMED_v01r01-final_EP161989_env_s19890828180000_e19890831180000.nc
1989,EP,17,1989-09-03T00:00:00,1989-09-08T00:00:00,TCPRIMED_v01r01-final_EP171989_env_s19890903000000_e19890908000000.nc
1989,EP,18,1989-09-08T18:00:00,1989-09-16T18:00:00,TCPRIMED_v01r01-final_EP181989_env_s19890908180000_e19890916180000.nc
1989,EP,19,1989-09-21T06:00:00,1989-09-25T18:00:00,TCPRIMED_v01r01-final_EP191989_env_s19890921060000_e19890925180000.nc
1989,EP,20,1989-09-25T18:00:00,1989-09-27T12:00:00,TCPRIMED_v01r01-final_EP201989_env_s19890925180000_e19890927120000.nc
1989,EP,21,1989-09-25T00:00:00,1989-10-05T18:00:00,TCPRIMED_v01r01-final_EP211989_env_s19890925000000_e19891005180000.nc
1989,EP,22,1989-10-03T12:00:00,1989-10-08T06:00:00,TCPRIMED_v01r01-final_EP221989_env_s19891003120000_e19891008060000.nc
1989,EP,24,1989-10-16T00:00:00,1989-10-19T12:00:00,TCPRIMED_v01r01-final_EP241989_env_s19891016000000_e19891019120000.nc
1989,IO,1,1989-05-23T00:00:00,1989-05-27T06:00:00,TCPRIMED_v01r01-final_IO011989_env_s19890523000000_e19890527060000.nc
1989,IO,2,1989-06-07T18:00:00,1989-06-13T06:00:00,TCPRIMED_v01r01-final_IO021989_env_s19890607180000_e19890613060000.nc
1989,SH,1,1988-10-30T06:00:00,1988-11-08T00:00:00,TCPRIMED_v01r01-final_SH011989_env_s19881030060000_e19881108000000.nc
1989,SH,2,1988-11-05T06:00:00,1988-11-20T12:00:00,TCPRIMED_v01r01-final_SH021989_env_s19881105060000_e19881120120000.nc
1989,SH,3,1988-12-12T06:00:00,1988-12-18T00:00:00,TCPRIMED_v01r01-final_SH031989_env_s19881212060000_e19881218000000.nc
1989,SH,4,1988-12-29T06:00:00,1989-01-04T00:00:00,TCPRIMED_v01r01-final_SH041989_env_s19881229060000_e19890104000000.nc
1989,SH,5,1989-01-06T06:00:00,1989-01-10T00:00:00,TCPRIMED_v01r01-final_SH051989_env_s19890106060000_e19890110000000.nc
1989,SH,6,1989-01-06T06:00:00,1989-01-15T06:00:00,TCPRIMED_v01r01-final_SH061989_env_s19890106060000_e19890115060000.nc
1989,SH,7,1989-01-17T18:00:00,1989-01-26T06:00:00,TCPRIMED_v01r01-final_SH071989_env_s19890117180000_e19890126060000.nc
1989,SH,8,1989-01-24T06:00:00,1989-02-01T06:00:00,TCPRIMED_v01r01-final_SH081989_env_s19890124060000_e19890201060000.nc
1989,SH,9,1989-02-05T00:00:00,1989-02-10T12:00:00,TCPRIMED_v01r01-final_SH091989_env_s19890205000000_e19890210120000.nc
1989,SH,10,1989-02-06T06:00:00,1989-02-22T00:00:00,TCPRIMED_v01r01-final_SH101989_env_s19890206060000_e19890222000000.nc
1989,SH,11,1989-02-14T00:00:00,1989-03-01T06:00:00,TCPRIMED_v01r01-final_SH111989_env_s19890214000000_e19890301060000.nc
1989,SH,12,1989-02-17T06:00:00,1989-02-22T12:00:00,TCPRIMED_v01r01-final_SH121989_env_s19890217060000_e19890222120000.nc
1989,SH,13,1989-02-22T00:00:00,1989-03-02T12:00:00,TCPRIMED_v01r01-final_SH131989_env_s19890222000000_e19890302120000.nc
1989,SH,14,1989-02-23T00:00:00,1989-03-01T00:00:00,TCPRIMED_v01r01-final_SH141989_env_s19890223000000_e19890301000000.nc
1989,SH,15,1989-02-23T18:00:00,1989-02-27T18:00:00,TCPRIMED_v01r01-final_SH151989_env_s19890223180000_e19890227180000.nc
