,sid,name,date,wind_speed (m/s),lon,lat,ir_path
135,sh062024,ANGGREK,2024-01-27 09:00:00,51,81.3,-19.15,/scale/project/ifremer-isi-jumeaunumerique/PPR/tc-wind-reconstruction/datasets/geostationnaire/2024_Anggrek_GEO_IR/IR_20240127090000.nc
136,sh062024,ANGGREK,2024-01-27 12:00:00,51,80.6,-19.3,/scale/project/ifremer-isi-jumeaunumerique/PPR/tc-wind-reconstruction/datasets/geostationnaire/2024_Anggrek_GEO_IR/IR_20240127120000.nc
137,sh062024,ANGGREK,2024-01-27 15:00:00,51,80.0,-19.4,/scale/project/ifremer-isi-jumeaunumerique/PPR/tc-wind-reconstruction/datasets/geostationnaire/2024_Anggrek_GEO_IR/IR_20240127150000.nc
138,sh062024,ANGGREK,2024-01-27 18:00:00,51,79.4,-19.5,/scale/project/ifremer-isi-jumeaunumerique/PPR/tc-wind-reconstruction/datasets/geostationnaire/2024_Anggrek_GEO_IR/IR_20240127180000.nc
139,sh062024,ANGGREK,2024-01-27 21:00:00,50,78.65,-19.75,/scale/project/ifremer-isi-jumeaunumerique/PPR/tc-wind-reconstruction/datasets/geostationnaire/2024_Anggrek_GEO_IR/IR_20240127210000.nc
140,sh062024,ANGGREK,2024-01-28 00:00:00,49,77.9,-20.0,/scale/project/ifremer-isi-jumeaunumerique/PPR/tc-wind-reconstruction/datasets/geostationnaire/2024_Anggrek_GEO_IR/IR_20240128000000.nc
141,sh062024,ANGGREK,2024-01-28 03:00:00,49,77.15,-20.2,/scale/project/ifremer-isi-jumeaunumerique/PPR/tc-wind-reconstruction/datasets/geostationnaire/2024_Anggrek_GEO_IR/IR_20240128030000.nc
142,sh062024,ANGGREK,2024-01-28 06:00:00,49,76.4,-20.4,/scale/project/ifremer-isi-jumeaunumerique/PPR/tc-wind-reconstruction/datasets/geostationnaire/2024_Anggrek_GEO_IR/IR_20240128060000.nc
143,sh062024,ANGGREK,2024-01-28 09:00:00,50,75.6,-20.7,/scale/project/ifremer-isi-jumeaunumerique/PPR/tc-wind-reconstruction/datasets/geostationnaire/2024_Anggrek_GEO_IR/IR_20240128090000.nc
144,sh062024,ANGGREK,2024-01-28 12:00:00,51,74.8,-21.0,/scale/project/ifremer-isi-jumeaunumerique/PPR/tc-wind-reconstruction/datasets/geostationnaire/2024_Anggrek_GEO_IR/IR_20240128120000.nc
145,sh062024,ANGGREK,2024-01-28 15:00:00,54,74.0,-21.35,/scale/project/ifremer-isi-jumeaunumerique/PPR/tc-wind-reconstruction/datasets/geostationnaire/2024_Anggrek_GEO_IR/IR_20240128150000.nc
146,sh062024,ANGGREK,2024-01-28 18:00:00,57,73.2,-21.7,/scale/project/ifremer-isi-jumeaunumerique/PPR/tc-wind-reconstruction/datasets/geostationnaire/2024_Anggrek_GEO_IR/IR_20240128180000.nc
147,sh062024,ANGGREK,2024-01-28 21:00:00,58,72.55000000000001,-22.2,/scale/project/ifremer-isi-jumeaunumerique/PPR/tc-wind-reconstruction/datasets/geostationnaire/2024_Anggrek_GEO_IR/IR_20240128210000.nc
148,sh062024,ANGGREK,2024-01-29 00:00:00,59,71.9,-22.7,/scale/project/ifremer-isi-jumeaunumerique/PPR/tc-wind-reconstruction/datasets/geostationnaire/2024_Anggrek_GEO_IR/IR_20240129000000.nc
149,sh062024,ANGGREK,2024-01-29 03:00:00,59,71.5,-23.25,/scale/project/ifremer-isi-jumeaunumerique/PPR/tc-wind-reconstruction/datasets/geostationnaire/2024_Anggrek_GEO_IR/IR_20240129030000.nc
150,sh062024,ANGGREK,2024-01-29 06:00:00,59,71.1,-23.8,/scale/project/ifremer-isi-jumeaunumerique/PPR/tc-wind-reconstruction/datasets/geostationnaire/2024_Anggrek_GEO_IR/IR_20240129060000.nc
151,sh062024,ANGGREK,2024-01-29 09:00:00,60,70.94999999999999,-24.450000000000003,/scale/project/ifremer-isi-jumeaunumerique/PPR/tc-wind-reconstruction/datasets/geostationnaire/2024_Anggrek_GEO_IR/IR_20240129090000.nc
152,sh062024,ANGGREK,2024-01-29 12:00:00,62,70.8,-25.1,/scale/project/ifremer-isi-jumeaunumerique/PPR/tc-wind-reconstruction/datasets/geostationnaire/2024_Anggrek_GEO_IR/IR_20240129120000.nc
153,sh062024,ANGGREK,2024-01-29 15:00:00,59,70.85,-25.75,/scale/project/ifremer-isi-jumeaunumerique/PPR/tc-wind-reconstruction/datasets/geostationnaire/2024_Anggrek_GEO_IR/IR_20240129150000.nc
154,sh062024,ANGGREK,2024-01-29 18:00:00,57,70.9,-26.4,/scale/project/ifremer-isi-jumeaunumerique/PPR/tc-wind-reconstruction/datasets/geostationnaire/2024_Anggrek_GEO_IR/IR_20240129180000.nc
155,sh062024,ANGGREK,2024-01-29 21:00:00,55,71.30000000000001,-27.2,/scale/project/ifremer-isi-jumeaunumerique/PPR/tc-wind-reconstruction/datasets/geostationnaire/2024_Anggrek_GEO_IR/IR_20240129210000.nc
156,sh062024,ANGGREK,2024-01-30 00:00:00,54,71.7,-28.0,/scale/project/ifremer-isi-jumeaunumerique/PPR/tc-wind-reconstruction/datasets/geostationnaire/2024_Anggrek_GEO_IR/IR_20240130000000.nc
157,sh062024,ANGGREK,2024-01-30 03:00:00,51,72.25,-28.55,/scale/project/ifremer-isi-jumeaunumerique/PPR/tc-wind-reconstruction/datasets/geostationnaire/2024_Anggrek_GEO_IR/IR_20240130030000.nc
158,sh062024,ANGGREK,2024-01-30 06:00:00,49,72.8,-29.1,/scale/project/ifremer-isi-jumeaunumerique/PPR/tc-wind-reconstruction/datasets/geostationnaire/2024_Anggrek_GEO_IR/IR_20240130060000.nc
159,sh062024,ANGGREK,2024-01-30 09:00:00,48,73.65,-29.55,/scale/project/ifremer-isi-jumeaunumerique/PPR/tc-wind-reconstruction/datasets/geostationnaire/2024_Anggrek_GEO_IR/IR_20240130090000.nc
160,sh062024,ANGGREK,2024-01-30 12:00:00,46,74.5,-30.0,/scale/project/ifremer-isi-jumeaunumerique/PPR/tc-wind-reconstruction/datasets/geostationnaire/2024_Anggrek_GEO_IR/IR_20240130120000.nc
161,sh062024,ANGGREK,2024-01-30 15:00:00,46,75.35000000000001,-30.4,/scale/project/ifremer-isi-jumeaunumerique/PPR/tc-wind-reconstruction/datasets/geostationnaire/2024_Anggrek_GEO_IR/IR_20240130150000.nc
162,sh062024,ANGGREK,2024-01-30 18:00:00,46,76.2,-30.8,/scale/project/ifremer-isi-jumeaunumerique/PPR/tc-wind-reconstruction/datasets/geostationnaire/2024_Anggrek_GEO_IR/IR_20240130180000.nc
163,sh062024,ANGGREK,2024-01-30 21:00:00,44,77.55000000000001,-31.1,/scale/project/ifremer-isi-jumeaunumerique/PPR/tc-wind-reconstruction/datasets/geostationnaire/2024_Anggrek_GEO_IR/IR_20240130210000.nc
164,sh062024,ANGGREK,2024-01-31 00:00:00,41,78.9,-31.4,/scale/project/ifremer-isi-jumeaunumerique/PPR/tc-wind-reconstruction/datasets/geostationnaire/2024_Anggrek_GEO_IR/IR_20240131000000.nc
165,sh062024,ANGGREK,2024-01-31 03:00:00,37,80.85,-31.9,/scale/project/ifremer-isi-jumeaunumerique/PPR/tc-wind-reconstruction/datasets/geostationnaire/2024_Anggrek_GEO_IR/IR_20240131030000.nc
166,sh062024,ANGGREK,2024-01-31 06:00:00,33,82.8,-32.4,/scale/project/ifremer-isi-jumeaunumerique/PPR/tc-wind-reconstruction/datasets/geostationnaire/2024_Anggrek_GEO_IR/IR_20240131060000.nc
167,sh062024,ANGGREK,2024-01-31 09:00:00,31,85.15,-33.3,/scale/project/ifremer-isi-jumeaunumerique/PPR/tc-wind-reconstruction/datasets/geostationnaire/2024_Anggrek_GEO_IR/IR_20240131090000.nc
168,sh062024,ANGGREK,2024-01-31 12:00:00,28,87.5,-34.2,/scale/project/ifremer-isi-jumeaunumerique/PPR/tc-wind-reconstruction/datasets/geostationnaire/2024_Anggrek_GEO_IR/IR_20240131120000.nc
